Entity,Code,Year,meat_prod_tonnes,Meat_supply_kgperCap,Food Balance Sheets: Eggs - Production (FAO (2017)) (tonnes)
Afghanistan,AFG,1800,,,
Afghanistan,AFG,1801,,,
Afghanistan,AFG,1802,,,
Afghanistan,AFG,1803,,,
Afghanistan,AFG,1804,,,
Afghanistan,AFG,1805,,,
Afghanistan,AFG,1806,,,
Afghanistan,AFG,1807,,,
Afghanistan,AFG,1808,,,
Afghanistan,AFG,1809,,,
Afghanistan,AFG,1810,,,
Afghanistan,AFG,1811,,,
Afghanistan,AFG,1812,,,
Afghanistan,AFG,1813,,,
Afghanistan,AFG,1814,,,
Afghanistan,AFG,1815,,,
Afghanistan,AFG,1816,,,
Afghanistan,AFG,1817,,,
Afghanistan,AFG,1818,,,
Afghanistan,AFG,1819,,,
Afghanistan,AFG,1820,,,
Afghanistan,AFG,1821,,,
Afghanistan,AFG,1822,,,
Afghanistan,AFG,1823,,,
Afghanistan,AFG,1824,,,
Afghanistan,AFG,1825,,,
Afghanistan,AFG,1826,,,
Afghanistan,AFG,1827,,,
Afghanistan,AFG,1828,,,
Afghanistan,AFG,1829,,,
Afghanistan,AFG,1830,,,
Afghanistan,AFG,1831,,,
Afghanistan,AFG,1832,,,
Afghanistan,AFG,1833,,,
Afghanistan,AFG,1834,,,
Afghanistan,AFG,1835,,,
Afghanistan,AFG,1836,,,
Afghanistan,AFG,1837,,,
Afghanistan,AFG,1838,,,
Afghanistan,AFG,1839,,,
Afghanistan,AFG,1840,,,
Afghanistan,AFG,1841,,,
Afghanistan,AFG,1842,,,
Afghanistan,AFG,1843,,,
Afghanistan,AFG,1844,,,
Afghanistan,AFG,1845,,,
Afghanistan,AFG,1846,,,
Afghanistan,AFG,1847,,,
Afghanistan,AFG,1848,,,
Afghanistan,AFG,1849,,,
Afghanistan,AFG,1850,,,
Afghanistan,AFG,1851,,,
Afghanistan,AFG,1852,,,
Afghanistan,AFG,1853,,,
Afghanistan,AFG,1854,,,
Afghanistan,AFG,1855,,,
Afghanistan,AFG,1856,,,
Afghanistan,AFG,1857,,,
Afghanistan,AFG,1858,,,
Afghanistan,AFG,1859,,,
Afghanistan,AFG,1860,,,
Afghanistan,AFG,1861,,,
Afghanistan,AFG,1862,,,
Afghanistan,AFG,1863,,,
Afghanistan,AFG,1864,,,
Afghanistan,AFG,1865,,,
Afghanistan,AFG,1866,,,
Afghanistan,AFG,1867,,,
Afghanistan,AFG,1868,,,
Afghanistan,AFG,1869,,,
Afghanistan,AFG,1870,,,
Afghanistan,AFG,1871,,,
Afghanistan,AFG,1872,,,
Afghanistan,AFG,1873,,,
Afghanistan,AFG,1874,,,
Afghanistan,AFG,1875,,,
Afghanistan,AFG,1876,,,
Afghanistan,AFG,1877,,,
Afghanistan,AFG,1878,,,
Afghanistan,AFG,1879,,,
Afghanistan,AFG,1880,,,
Afghanistan,AFG,1881,,,
Afghanistan,AFG,1882,,,
Afghanistan,AFG,1883,,,
Afghanistan,AFG,1884,,,
Afghanistan,AFG,1885,,,
Afghanistan,AFG,1886,,,
Afghanistan,AFG,1887,,,
Afghanistan,AFG,1888,,,
Afghanistan,AFG,1889,,,
Afghanistan,AFG,1890,,,
Afghanistan,AFG,1891,,,
Afghanistan,AFG,1892,,,
Afghanistan,AFG,1893,,,
Afghanistan,AFG,1894,,,
Afghanistan,AFG,1895,,,
Afghanistan,AFG,1896,,,
Afghanistan,AFG,1897,,,
Afghanistan,AFG,1898,,,
Afghanistan,AFG,1899,,,
Afghanistan,AFG,1900,,,
Afghanistan,AFG,1901,,,
Afghanistan,AFG,1902,,,
Afghanistan,AFG,1903,,,
Afghanistan,AFG,1904,,,
Afghanistan,AFG,1905,,,
Afghanistan,AFG,1906,,,
Afghanistan,AFG,1907,,,
Afghanistan,AFG,1908,,,
Afghanistan,AFG,1909,,,
Afghanistan,AFG,1910,,,
Afghanistan,AFG,1911,,,
Afghanistan,AFG,1912,,,
Afghanistan,AFG,1913,,,
Afghanistan,AFG,1914,,,
Afghanistan,AFG,1915,,,
Afghanistan,AFG,1916,,,
Afghanistan,AFG,1917,,,
Afghanistan,AFG,1918,,,
Afghanistan,AFG,1919,,,
Afghanistan,AFG,1920,,,
Afghanistan,AFG,1921,,,
Afghanistan,AFG,1922,,,
Afghanistan,AFG,1923,,,
Afghanistan,AFG,1924,,,
Afghanistan,AFG,1925,,,
Afghanistan,AFG,1926,,,
Afghanistan,AFG,1927,,,
Afghanistan,AFG,1928,,,
Afghanistan,AFG,1929,,,
Afghanistan,AFG,1930,,,
Afghanistan,AFG,1931,,,
Afghanistan,AFG,1932,,,
Afghanistan,AFG,1933,,,
Afghanistan,AFG,1934,,,
Afghanistan,AFG,1935,,,
Afghanistan,AFG,1936,,,
Afghanistan,AFG,1937,,,
Afghanistan,AFG,1938,,,
Afghanistan,AFG,1939,,,
Afghanistan,AFG,1940,,,
Afghanistan,AFG,1941,,,
Afghanistan,AFG,1942,,,
Afghanistan,AFG,1943,,,
Afghanistan,AFG,1944,,,
Afghanistan,AFG,1945,,,
Afghanistan,AFG,1946,,,
Afghanistan,AFG,1947,,,
Afghanistan,AFG,1948,,,
Afghanistan,AFG,1949,,,
Afghanistan,AFG,1950,,,
Afghanistan,AFG,1951,,,
Afghanistan,AFG,1952,,,
Afghanistan,AFG,1953,,,
Afghanistan,AFG,1954,,,
Afghanistan,AFG,1955,,,
Afghanistan,AFG,1956,,,
Afghanistan,AFG,1957,,,
Afghanistan,AFG,1958,,,
Afghanistan,AFG,1959,,,
Afghanistan,AFG,1960,,,
Afghanistan,AFG,1961,129420,14.45,10000
Afghanistan,AFG,1962,132206,14.46,11000
Afghanistan,AFG,1963,138971,14.88,12000
Afghanistan,AFG,1964,143830,15.07,12000
Afghanistan,AFG,1965,150195,15.38,13000
Afghanistan,AFG,1966,175210,17.54,13000
Afghanistan,AFG,1967,184232,18.02,15000
Afghanistan,AFG,1968,201632,19.27,14000
Afghanistan,AFG,1969,202232,18.85,15000
Afghanistan,AFG,1970,189120,17.17,14000
Afghanistan,AFG,1971,191268,16.89,13000
Afghanistan,AFG,1972,170956,14.68,13000
Afghanistan,AFG,1973,185106,15.47,13000
Afghanistan,AFG,1974,191306,15.59,13000
Afghanistan,AFG,1975,197928,15.77,13000
Afghanistan,AFG,1976,222428,17.37,13000
Afghanistan,AFG,1977,228988,17.57,14000
Afghanistan,AFG,1978,234460,17.76,14000
Afghanistan,AFG,1979,234718,17.71,14000
Afghanistan,AFG,1980,238810,18.12,14000
Afghanistan,AFG,1981,245770,19.0,14000
Afghanistan,AFG,1982,248550,19.7,14000
Afghanistan,AFG,1983,237481,19.42,14000
Afghanistan,AFG,1984,225941,19.15,14000
Afghanistan,AFG,1985,208920,18.21,14000
Afghanistan,AFG,1986,194840,17.51,14000
Afghanistan,AFG,1987,204440,18.74,14000
Afghanistan,AFG,1988,213540,19.48,14000
Afghanistan,AFG,1989,221560,19.85,14000
Afghanistan,AFG,1990,255032,20.9,14000
Afghanistan,AFG,1991,256645,19.64,14000
Afghanistan,AFG,1992,251783,17.8,14000
Afghanistan,AFG,1993,262521,16.84,14000
Afghanistan,AFG,1994,280178,16.56,15000
Afghanistan,AFG,1995,294296,16.43,15000
Afghanistan,AFG,1996,329394,16.84,18000
Afghanistan,AFG,1997,363232,17.85,18000
Afghanistan,AFG,1998,371850,19.0,18000
Afghanistan,AFG,1999,366988,18.28,18000
Afghanistan,AFG,2000,320785,15.51,15000
Afghanistan,AFG,2001,278743,12.99,13000
Afghanistan,AFG,2002,304321,13.71,17000
Afghanistan,AFG,2003,298619,12.9,16000
Afghanistan,AFG,2004,322977,13.69,17000
Afghanistan,AFG,2005,318615,14.01,22000
Afghanistan,AFG,2006,272400,11.21,15000
Afghanistan,AFG,2007,267240,10.71,17000
Afghanistan,AFG,2008,294060,12.15,17000
Afghanistan,AFG,2009,304340,11.86,17000
Afghanistan,AFG,2010,328160,13.0,16000
Afghanistan,AFG,2011,335664,13.38,17000
Afghanistan,AFG,2012,330600,12.3,18000
Albania,ALB,1800,,,
Albania,ALB,1801,,,
Albania,ALB,1802,,,
Albania,ALB,1803,,,
Albania,ALB,1804,,,
Albania,ALB,1805,,,
Albania,ALB,1806,,,
Albania,ALB,1807,,,
Albania,ALB,1808,,,
Albania,ALB,1809,,,
Albania,ALB,1810,,,
Albania,ALB,1811,,,
Albania,ALB,1812,,,
Albania,ALB,1813,,,
Albania,ALB,1814,,,
Albania,ALB,1815,,,
Albania,ALB,1816,,,
Albania,ALB,1817,,,
Albania,ALB,1818,,,
Albania,ALB,1819,,,
Albania,ALB,1820,,,
Albania,ALB,1821,,,
Albania,ALB,1822,,,
Albania,ALB,1823,,,
Albania,ALB,1824,,,
Albania,ALB,1825,,,
Albania,ALB,1826,,,
Albania,ALB,1827,,,
Albania,ALB,1828,,,
Albania,ALB,1829,,,
Albania,ALB,1830,,,
Albania,ALB,1831,,,
Albania,ALB,1832,,,
Albania,ALB,1833,,,
Albania,ALB,1834,,,
Albania,ALB,1835,,,
Albania,ALB,1836,,,
Albania,ALB,1837,,,
Albania,ALB,1838,,,
Albania,ALB,1839,,,
Albania,ALB,1840,,,
Albania,ALB,1841,,,
Albania,ALB,1842,,,
Albania,ALB,1843,,,
Albania,ALB,1844,,,
Albania,ALB,1845,,,
Albania,ALB,1846,,,
Albania,ALB,1847,,,
Albania,ALB,1848,,,
Albania,ALB,1849,,,
Albania,ALB,1850,,,
Albania,ALB,1851,,,
Albania,ALB,1852,,,
Albania,ALB,1853,,,
Albania,ALB,1854,,,
Albania,ALB,1855,,,
Albania,ALB,1856,,,
Albania,ALB,1857,,,
Albania,ALB,1858,,,
Albania,ALB,1859,,,
Albania,ALB,1860,,,
Albania,ALB,1861,,,
Albania,ALB,1862,,,
Albania,ALB,1863,,,
Albania,ALB,1864,,,
Albania,ALB,1865,,,
Albania,ALB,1866,,,
Albania,ALB,1867,,,
Albania,ALB,1868,,,
Albania,ALB,1869,,,
Albania,ALB,1870,,,
Albania,ALB,1871,,,
Albania,ALB,1872,,,
Albania,ALB,1873,,,
Albania,ALB,1874,,,
Albania,ALB,1875,,,
Albania,ALB,1876,,,
Albania,ALB,1877,,,
Albania,ALB,1878,,,
Albania,ALB,1879,,,
Albania,ALB,1880,,,
Albania,ALB,1881,,,
Albania,ALB,1882,,,
Albania,ALB,1883,,,
Albania,ALB,1884,,,
Albania,ALB,1885,,,
Albania,ALB,1886,,,
Albania,ALB,1887,,,
Albania,ALB,1888,,,
Albania,ALB,1889,,,
Albania,ALB,1890,,,
Albania,ALB,1891,,,
Albania,ALB,1892,,,
Albania,ALB,1893,,,
Albania,ALB,1894,,,
Albania,ALB,1895,,,
Albania,ALB,1896,,,
Albania,ALB,1897,,,
Albania,ALB,1898,,,
Albania,ALB,1899,,,
Albania,ALB,1900,,,
Albania,ALB,1901,,,
Albania,ALB,1902,,,
Albania,ALB,1903,,,
Albania,ALB,1904,,,
Albania,ALB,1905,,,
Albania,ALB,1906,,,
Albania,ALB,1907,,,
Albania,ALB,1908,,,
Albania,ALB,1909,,,
Albania,ALB,1910,,,
Albania,ALB,1911,,,
Albania,ALB,1912,,,
Albania,ALB,1913,,,
Albania,ALB,1914,,,
Albania,ALB,1915,,,
Albania,ALB,1916,,,
Albania,ALB,1917,,,
Albania,ALB,1918,,,
Albania,ALB,1919,,,
Albania,ALB,1920,,,
Albania,ALB,1921,,,
Albania,ALB,1922,,,
Albania,ALB,1923,,,
Albania,ALB,1924,,,
Albania,ALB,1925,,,
Albania,ALB,1926,,,
Albania,ALB,1927,,,
Albania,ALB,1928,,,
Albania,ALB,1929,,,
Albania,ALB,1930,,,
Albania,ALB,1931,,,
Albania,ALB,1932,,,
Albania,ALB,1933,,,
Albania,ALB,1934,,,
Albania,ALB,1935,,,
Albania,ALB,1936,,,
Albania,ALB,1937,,,
Albania,ALB,1938,,,
Albania,ALB,1939,,,
Albania,ALB,1940,,,
Albania,ALB,1941,,,
Albania,ALB,1942,,,
Albania,ALB,1943,,,
Albania,ALB,1944,,,
Albania,ALB,1945,,,
Albania,ALB,1946,,,
Albania,ALB,1947,,,
Albania,ALB,1948,,,
Albania,ALB,1949,,,
Albania,ALB,1950,,,
Albania,ALB,1951,,,
Albania,ALB,1952,,,
Albania,ALB,1953,,,
Albania,ALB,1954,,,
Albania,ALB,1955,,,
Albania,ALB,1956,,,
Albania,ALB,1957,,,
Albania,ALB,1958,,,
Albania,ALB,1959,,,
Albania,ALB,1960,,,
Albania,ALB,1961,25410,15.22,3000
Albania,ALB,1962,25720,14.96,3000
Albania,ALB,1963,25000,14.12,3000
Albania,ALB,1964,23700,13.01,3000
Albania,ALB,1965,25225,13.46,3000
Albania,ALB,1966,26900,13.97,3000
Albania,ALB,1967,32540,16.44,3000
Albania,ALB,1968,30220,14.88,3000
Albania,ALB,1969,30500,14.63,4000
Albania,ALB,1970,31180,14.58,4000
Albania,ALB,1971,32665,14.88,4000
Albania,ALB,1972,32220,14.31,4000
Albania,ALB,1973,32110,13.91,5000
Albania,ALB,1974,33450,14.13,5000
Albania,ALB,1975,33200,13.68,7000
Albania,ALB,1976,36670,14.75,7000
Albania,ALB,1977,35640,13.99,8000
Albania,ALB,1978,39500,15.15,9000
Albania,ALB,1979,41000,15.35,8000
Albania,ALB,1980,41800,15.28,8000
Albania,ALB,1981,44150,15.77,9000
Albania,ALB,1982,44000,15.36,10000
Albania,ALB,1983,43400,15.15,11000
Albania,ALB,1984,41600,14.53,11000
Albania,ALB,1985,42700,15.2,12000
Albania,ALB,1986,41600,13.76,12000
Albania,ALB,1987,43300,13.75,14000
Albania,ALB,1988,47600,15.62,14000
Albania,ALB,1989,50550,16.05,16000
Albania,ALB,1990,54100,17.0,17000
Albania,ALB,1991,48900,20.61,13000
Albania,ALB,1992,51400,20.07,13000
Albania,ALB,1993,55300,22.12,13000
Albania,ALB,1994,64111,24.94,14000
Albania,ALB,1995,66700,25.86,14000
Albania,ALB,1996,59138,27.1,15000
Albania,ALB,1997,58584,21.81,16000
Albania,ALB,1998,60390,23.58,19000
Albania,ALB,1999,63095,31.58,20000
Albania,ALB,2000,67300,26.91,21000
Albania,ALB,2001,66604,31.47,25000
Albania,ALB,2002,71800,37.79,25000
Albania,ALB,2003,76203,37.87,27000
Albania,ALB,2004,80207,39.65,30000
Albania,ALB,2005,82110,40.55,28000
Algeria,DZA,1941,,,
Albania,ALB,2006,91003,44.49,27000
Albania,ALB,2007,102790,48.8,28000
Albania,ALB,2008,88918,53.52,30000
Albania,ALB,2009,90221,55.71,30000
Albania,ALB,2010,91440,58.99,32000
Albania,ALB,2011,93340,58.62,32000
Albania,ALB,2012,150240,61.48,51000
Algeria,DZA,1800,,,
Algeria,DZA,1801,,,
Algeria,DZA,1802,,,
Algeria,DZA,1803,,,
Algeria,DZA,1804,,,
Algeria,DZA,1805,,,
Algeria,DZA,1806,,,
Algeria,DZA,1807,,,
Algeria,DZA,1808,,,
Algeria,DZA,1809,,,
Algeria,DZA,1810,,,
Algeria,DZA,1811,,,
Algeria,DZA,1812,,,
Algeria,DZA,1813,,,
Algeria,DZA,1814,,,
Algeria,DZA,1815,,,
Algeria,DZA,1816,,,
Algeria,DZA,1817,,,
Algeria,DZA,1818,,,
Algeria,DZA,1819,,,
Algeria,DZA,1820,,,
Algeria,DZA,1821,,,
Algeria,DZA,1822,,,
Algeria,DZA,1823,,,
Algeria,DZA,1824,,,
Algeria,DZA,1825,,,
Algeria,DZA,1826,,,
Algeria,DZA,1827,,,
Algeria,DZA,1828,,,
Algeria,DZA,1829,,,
Algeria,DZA,1830,,,
Algeria,DZA,1831,,,
Algeria,DZA,1832,,,
Algeria,DZA,1833,,,
Algeria,DZA,1834,,,
Algeria,DZA,1835,,,
Algeria,DZA,1836,,,
Algeria,DZA,1837,,,
Algeria,DZA,1838,,,
Algeria,DZA,1839,,,
Algeria,DZA,1840,,,
Algeria,DZA,1841,,,
Algeria,DZA,1842,,,
Algeria,DZA,1843,,,
Algeria,DZA,1844,,,
Algeria,DZA,1845,,,
Algeria,DZA,1846,,,
Algeria,DZA,1847,,,
Algeria,DZA,1848,,,
Algeria,DZA,1849,,,
Algeria,DZA,1850,,,
Algeria,DZA,1851,,,
Algeria,DZA,1852,,,
Algeria,DZA,1853,,,
Algeria,DZA,1854,,,
Algeria,DZA,1855,,,
Algeria,DZA,1856,,,
Algeria,DZA,1857,,,
Algeria,DZA,1858,,,
Algeria,DZA,1859,,,
Algeria,DZA,1860,,,
Algeria,DZA,1861,,,
Algeria,DZA,1862,,,
Algeria,DZA,1863,,,
Algeria,DZA,1864,,,
Algeria,DZA,1865,,,
Algeria,DZA,1866,,,
Algeria,DZA,1867,,,
Algeria,DZA,1868,,,
Algeria,DZA,1869,,,
Algeria,DZA,1870,,,
Algeria,DZA,1871,,,
Algeria,DZA,1872,,,
Algeria,DZA,1873,,,
Algeria,DZA,1874,,,
Algeria,DZA,1875,,,
Algeria,DZA,1876,,,
Algeria,DZA,1877,,,
Algeria,DZA,1878,,,
Algeria,DZA,1879,,,
Algeria,DZA,1880,,,
Algeria,DZA,1881,,,
Algeria,DZA,1882,,,
Algeria,DZA,1883,,,
Algeria,DZA,1884,,,
Algeria,DZA,1885,,,
Algeria,DZA,1886,,,
Algeria,DZA,1887,,,
Algeria,DZA,1888,,,
Algeria,DZA,1889,,,
Algeria,DZA,1890,,,
Algeria,DZA,1891,,,
Algeria,DZA,1892,,,
Algeria,DZA,1893,,,
Algeria,DZA,1894,,,
Algeria,DZA,1895,,,
Algeria,DZA,1896,,,
Algeria,DZA,1897,,,
Algeria,DZA,1898,,,
Algeria,DZA,1899,,,
Algeria,DZA,1900,,,
Algeria,DZA,1901,,,
Algeria,DZA,1902,,,
Algeria,DZA,1903,,,
Algeria,DZA,1904,,,
Algeria,DZA,1905,,,
Algeria,DZA,1906,,,
Algeria,DZA,1907,,,
Algeria,DZA,1908,,,
Algeria,DZA,1909,,,
Algeria,DZA,1910,,,
Algeria,DZA,1911,,,
Algeria,DZA,1912,,,
Algeria,DZA,1913,,,
Algeria,DZA,1914,,,
Algeria,DZA,1915,,,
Algeria,DZA,1916,,,
Algeria,DZA,1917,,,
Algeria,DZA,1918,,,
Algeria,DZA,1919,,,
Algeria,DZA,1920,,,
Algeria,DZA,1921,,,
Algeria,DZA,1922,,,
Algeria,DZA,1923,,,
Algeria,DZA,1924,,,
Algeria,DZA,1925,,,
Algeria,DZA,1926,,,
Algeria,DZA,1927,,,
Algeria,DZA,1928,,,
Algeria,DZA,1929,,,
Algeria,DZA,1930,,,
Algeria,DZA,1931,,,
Algeria,DZA,1932,,,
Algeria,DZA,1933,,,
Algeria,DZA,1934,,,
Algeria,DZA,1935,,,
Algeria,DZA,1936,,,
Algeria,DZA,1937,,,
Algeria,DZA,1938,,,
Algeria,DZA,1939,,,
Algeria,DZA,1940,,,
Algeria,DZA,1942,,,
Algeria,DZA,1943,,,
Algeria,DZA,1944,,,
Algeria,DZA,1945,,,
Algeria,DZA,1946,,,
Algeria,DZA,1947,,,
Algeria,DZA,1948,,,
Algeria,DZA,1949,,,
Algeria,DZA,1950,,,
Algeria,DZA,1951,,,
Algeria,DZA,1952,,,
Algeria,DZA,1953,,,
Algeria,DZA,1954,,,
Algeria,DZA,1955,,,
Algeria,DZA,1956,,,
Algeria,DZA,1957,,,
Algeria,DZA,1958,,,
Algeria,DZA,1959,,,
Algeria,DZA,1960,,,
Algeria,DZA,1961,82840,11.39,8000
Algeria,DZA,1962,80160,9.28,8000
Algeria,DZA,1963,75644,7.33,9000
Algeria,DZA,1964,82345,7.31,9000
Algeria,DZA,1965,89856,7.72,10000
Algeria,DZA,1966,91771,7.54,10000
Algeria,DZA,1967,95718,7.21,11000
Algeria,DZA,1968,108505,7.91,12000
Algeria,DZA,1969,113118,7.95,12000
Algeria,DZA,1970,113858,7.76,13000
Algeria,DZA,1971,124349,8.27,13000
Algeria,DZA,1972,131964,8.51,14000
Algeria,DZA,1973,139331,8.72,14000
Algeria,DZA,1974,142911,8.75,15000
Algeria,DZA,1975,145647,8.71,16000
Algeria,DZA,1976,151510,9.1,17000
Algeria,DZA,1977,159305,10.0,18000
Algeria,DZA,1978,158969,9.46,18000
Algeria,DZA,1979,168546,9.69,19000
Algeria,DZA,1980,186067,10.65,25000
Algeria,DZA,1981,200421,11.3,30000
Algeria,DZA,1982,230883,12.7,45000
Algeria,DZA,1983,256543,13.79,50000
Algeria,DZA,1984,295150,14.92,55000
Algeria,DZA,1985,322261,15.61,64000
Algeria,DZA,1986,333566,16.04,60000
Algeria,DZA,1987,370492,16.02,81000
Algeria,DZA,1988,391906,16.28,95000
Algeria,DZA,1989,418111,16.47,98000
Algeria,DZA,1990,436014,17.25,140000
Algeria,DZA,1991,453646,17.56,127000
Algeria,DZA,1992,469412,17.81,104000
Algeria,DZA,1993,489905,18.3,105000
Algeria,DZA,1994,498833,18.2,115000
Algeria,DZA,1995,497388,18.16,132000
Algeria,DZA,1996,514138,18.21,85000
Algeria,DZA,1997,510988,17.21,96000
Algeria,DZA,1998,539283,18.33,110000
Algeria,DZA,1999,538118,18.03,93000
Algeria,DZA,2000,564427,18.37,101000
Algeria,DZA,2001,535327,16.83,108000
Algeria,DZA,2002,549279,17.57,160000
Algeria,DZA,2003,567517,18.77,165000
Algeria,DZA,2004,589451,20.73,180000
Algeria,DZA,2005,593065,20.91,175000
Algeria,DZA,2006,593944,19.59,178000
Algeria,DZA,2007,601720,19.44,196000
Algeria,DZA,2008,596991,18.71,184000
Algeria,DZA,2009,624458,19.34,194000
Algeria,DZA,2010,635153,18.35,260000
Algeria,DZA,2011,686301,19.85,280000
Algeria,DZA,2012,717202,21.03,309000
Andorra,AND,1800,,,
Andorra,AND,1801,,,
Andorra,AND,1802,,,
Andorra,AND,1803,,,
Andorra,AND,1804,,,
Andorra,AND,1805,,,
Andorra,AND,1806,,,
Andorra,AND,1807,,,
Andorra,AND,1808,,,
Andorra,AND,1809,,,
Andorra,AND,1810,,,
Andorra,AND,1811,,,
Andorra,AND,1812,,,
Andorra,AND,1813,,,
Andorra,AND,1814,,,
Andorra,AND,1815,,,
Andorra,AND,1816,,,
Andorra,AND,1817,,,
Andorra,AND,1818,,,
Andorra,AND,1819,,,
Andorra,AND,1820,,,
Andorra,AND,1821,,,
Andorra,AND,1822,,,
Andorra,AND,1823,,,
Andorra,AND,1824,,,
Andorra,AND,1825,,,
Andorra,AND,1826,,,
Andorra,AND,1827,,,
Andorra,AND,1828,,,
Andorra,AND,1829,,,
Andorra,AND,1830,,,
Andorra,AND,1831,,,
Andorra,AND,1832,,,
Andorra,AND,1833,,,
Andorra,AND,1834,,,
Andorra,AND,1835,,,
Andorra,AND,1836,,,
Andorra,AND,1837,,,
Andorra,AND,1838,,,
Andorra,AND,1839,,,
Andorra,AND,1840,,,
Andorra,AND,1841,,,
Andorra,AND,1842,,,
Andorra,AND,1843,,,
Andorra,AND,1844,,,
Andorra,AND,1845,,,
Andorra,AND,1846,,,
Andorra,AND,1847,,,
Andorra,AND,1848,,,
Andorra,AND,1849,,,
Andorra,AND,1850,,,
Andorra,AND,1851,,,
Andorra,AND,1852,,,
Andorra,AND,1853,,,
Andorra,AND,1854,,,
Andorra,AND,1855,,,
Andorra,AND,1856,,,
Andorra,AND,1857,,,
Andorra,AND,1858,,,
Andorra,AND,1859,,,
Andorra,AND,1860,,,
Andorra,AND,1861,,,
Andorra,AND,1862,,,
Andorra,AND,1863,,,
Andorra,AND,1864,,,
Andorra,AND,1865,,,
Andorra,AND,1866,,,
Andorra,AND,1867,,,
Andorra,AND,1868,,,
Andorra,AND,1869,,,
Andorra,AND,1870,,,
Andorra,AND,1871,,,
Andorra,AND,1872,,,
Andorra,AND,1873,,,
Andorra,AND,1874,,,
Andorra,AND,1875,,,
Andorra,AND,1876,,,
Andorra,AND,1877,,,
Andorra,AND,1878,,,
Andorra,AND,1879,,,
Andorra,AND,1880,,,
Andorra,AND,1881,,,
Andorra,AND,1882,,,
Andorra,AND,1883,,,
Andorra,AND,1884,,,
Andorra,AND,1885,,,
Andorra,AND,1886,,,
Andorra,AND,1887,,,
Andorra,AND,1888,,,
Andorra,AND,1889,,,
Andorra,AND,1890,,,
Andorra,AND,1891,,,
Andorra,AND,1892,,,
Andorra,AND,1893,,,
Andorra,AND,1894,,,
Andorra,AND,1895,,,
Andorra,AND,1896,,,
Andorra,AND,1897,,,
Andorra,AND,1898,,,
Andorra,AND,1899,,,
Andorra,AND,1900,,,
Andorra,AND,1901,,,
Andorra,AND,1902,,,
Andorra,AND,1903,,,
Andorra,AND,1904,,,
Andorra,AND,1905,,,
Andorra,AND,1906,,,
Andorra,AND,1907,,,
Andorra,AND,1908,,,
Andorra,AND,1909,,,
Andorra,AND,1910,,,
Andorra,AND,1911,,,
Andorra,AND,1912,,,
Andorra,AND,1913,,,
Andorra,AND,1914,,,
Andorra,AND,1915,,,
Andorra,AND,1916,,,
Andorra,AND,1917,,,
Andorra,AND,1918,,,
Andorra,AND,1919,,,
Andorra,AND,1920,,,
Andorra,AND,1921,,,
Andorra,AND,1922,,,
Andorra,AND,1923,,,
Andorra,AND,1924,,,
Andorra,AND,1925,,,
Andorra,AND,1926,,,
Andorra,AND,1927,,,
Andorra,AND,1928,,,
Andorra,AND,1929,,,
Andorra,AND,1930,,,
Andorra,AND,1931,,,
Andorra,AND,1932,,,
Andorra,AND,1933,,,
Andorra,AND,1934,,,
Andorra,AND,1935,,,
Andorra,AND,1936,,,
Andorra,AND,1937,,,
Andorra,AND,1938,,,
Andorra,AND,1939,,,
Andorra,AND,1940,,,
Andorra,AND,1941,,,
Andorra,AND,1942,,,
Andorra,AND,1943,,,
Andorra,AND,1944,,,
Andorra,AND,1945,,,
Andorra,AND,1946,,,
Andorra,AND,1947,,,
Andorra,AND,1948,,,
Andorra,AND,1949,,,
Andorra,AND,1950,,,
Andorra,AND,1951,,,
Andorra,AND,1952,,,
Andorra,AND,1953,,,
Andorra,AND,1954,,,
Andorra,AND,1955,,,
Andorra,AND,1956,,,
Andorra,AND,1957,,,
Andorra,AND,1958,,,
Andorra,AND,1959,,,
Andorra,AND,1960,,,
Andorra,AND,1961,,,
Andorra,AND,1962,,,
Andorra,AND,1963,,,
Andorra,AND,1964,,,
Andorra,AND,1965,,,
Andorra,AND,1966,,,
Andorra,AND,1967,,,
Andorra,AND,1968,,,
Andorra,AND,1969,,,
Andorra,AND,1970,,,
Andorra,AND,1971,,,
Andorra,AND,1972,,,
Andorra,AND,1973,,,
Andorra,AND,1974,,,
Andorra,AND,1975,,,
Andorra,AND,1976,,,
Andorra,AND,1977,,,
Andorra,AND,1978,,,
Andorra,AND,1979,,,
Andorra,AND,1980,,,
Andorra,AND,1981,,,
Andorra,AND,1982,,,
Andorra,AND,1983,,,
Andorra,AND,1984,,,
Andorra,AND,1985,,,
Andorra,AND,1986,,,
Andorra,AND,1987,,,
Andorra,AND,1988,,,
Andorra,AND,1989,,,
Andorra,AND,1990,,,
Andorra,AND,1991,,,
Andorra,AND,1992,,,
Andorra,AND,1993,,,
Andorra,AND,1994,,,
Andorra,AND,1995,,,
Andorra,AND,1996,,,
Andorra,AND,1997,,,
Andorra,AND,1998,,,
Andorra,AND,1999,,,
Andorra,AND,2000,,,
Andorra,AND,2001,,,
Andorra,AND,2002,,,
Andorra,AND,2003,,,
Andorra,AND,2004,,,
Andorra,AND,2005,,,
Andorra,AND,2006,,,
Andorra,AND,2007,,,
Andorra,AND,2008,,,
Andorra,AND,2009,,,
Andorra,AND,2010,,,
Andorra,AND,2011,,,
Andorra,AND,2012,,,
Angola,AGO,1800,,,
Angola,AGO,1801,,,
Angola,AGO,1802,,,
Angola,AGO,1803,,,
