Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Afghanistan,AFG,1800,,,3280000
Afghanistan,AFG,1801,,,3280000
Afghanistan,AFG,1802,,,3280000
Afghanistan,AFG,1803,,,3280000
Afghanistan,AFG,1804,,,3280000
Afghanistan,AFG,1805,,,3280000
Afghanistan,AFG,1806,,,3280000
Afghanistan,AFG,1807,,,3280000
Afghanistan,AFG,1808,,,3280000
Afghanistan,AFG,1809,,,3280000
Afghanistan,AFG,1810,,,3280000
Afghanistan,AFG,1811,,,3280779
Afghanistan,AFG,1812,,,3282342
Afghanistan,AFG,1813,,,3284692
Afghanistan,AFG,1814,,,3287834
Afghanistan,AFG,1815,,,3291770
Afghanistan,AFG,1816,,,3296506
Afghanistan,AFG,1817,,,3302044
Afghanistan,AFG,1818,,,3308390
Afghanistan,AFG,1819,,,3315547
Afghanistan,AFG,1820,,,3323519
Afghanistan,AFG,1821,,,3332311
Afghanistan,AFG,1822,,,3341926
Afghanistan,AFG,1823,,,3352368
Afghanistan,AFG,1824,,,3363642
Afghanistan,AFG,1825,,,3375751
Afghanistan,AFG,1826,,,3388701
Afghanistan,AFG,1827,,,3402494
Afghanistan,AFG,1828,,,3417136
Afghanistan,AFG,1829,,,3432630
Afghanistan,AFG,1830,,,3448982
Afghanistan,AFG,1831,,,3466194
Afghanistan,AFG,1832,,,3483492
Afghanistan,AFG,1833,,,3500877
Afghanistan,AFG,1834,,,3518348
Afghanistan,AFG,1835,,,3535906
Afghanistan,AFG,1836,,,3553552
Afghanistan,AFG,1837,,,3571286
Afghanistan,AFG,1838,,,3589109
Afghanistan,AFG,1839,,,3607021
Afghanistan,AFG,1840,,,3625022
Afghanistan,AFG,1841,,,3643112
Afghanistan,AFG,1842,,,3661294
Afghanistan,AFG,1843,,,3679565
Afghanistan,AFG,1844,,,3697928
Afghanistan,AFG,1845,,,3716383
Afghanistan,AFG,1846,,,3734930
Afghanistan,AFG,1847,,,3753569
Afghanistan,AFG,1848,,,3772301
Afghanistan,AFG,1849,,,3791127
Afghanistan,AFG,1850,,,3810047
Afghanistan,AFG,1851,,,3826140
Afghanistan,AFG,1852,,,3842299
Afghanistan,AFG,1853,,,3858524
Afghanistan,AFG,1854,,,3874815
Afghanistan,AFG,1855,,,3891173
Afghanistan,AFG,1856,,,3907598
Afghanistan,AFG,1857,,,3924089
Afghanistan,AFG,1858,,,3940648
Afghanistan,AFG,1859,,,3957274
Afghanistan,AFG,1860,,,3973968
Afghanistan,AFG,1861,,,3991172
Afghanistan,AFG,1862,,,4008889
Afghanistan,AFG,1863,,,4027125
Afghanistan,AFG,1864,,,4045883
Afghanistan,AFG,1865,,,4065170
Afghanistan,AFG,1866,,,4084989
Afghanistan,AFG,1867,,,4105346
Afghanistan,AFG,1868,,,4126245
Afghanistan,AFG,1869,,,4147692
Afghanistan,AFG,1870,,,4169690
Afghanistan,AFG,1871,,,4192245
Afghanistan,AFG,1872,,,4215362
Afghanistan,AFG,1873,,,4236341
Afghanistan,AFG,1874,,,4260730
Afghanistan,AFG,1875,,,4285744
Afghanistan,AFG,1876,,,4311388
Afghanistan,AFG,1877,,,4336107
Afghanistan,AFG,1878,,,4363439
Afghanistan,AFG,1879,,,4391478
Afghanistan,AFG,1880,,,4419695
Afghanistan,AFG,1881,,,4447479
Afghanistan,AFG,1882,,,4476050
Afghanistan,AFG,1883,,,4504802
Afghanistan,AFG,1884,,,4533190
Afghanistan,AFG,1885,,,4562304
Afghanistan,AFG,1886,,,4591602
Afghanistan,AFG,1887,,,4620608
Afghanistan,AFG,1888,,,4650274
Afghanistan,AFG,1889,,,4680128
Afghanistan,AFG,1890,,,4710171
Afghanistan,AFG,1891,,,4740404
Afghanistan,AFG,1892,,,4770828
Afghanistan,AFG,1893,,,4801444
Afghanistan,AFG,1894,,,4832253
Afghanistan,AFG,1895,,,4863258
Afghanistan,AFG,1896,,,4894458
Afghanistan,AFG,1897,,,4925855
Afghanistan,AFG,1898,,,4957450
Afghanistan,AFG,1899,,,4989245
Afghanistan,AFG,1900,,,5021241
Afghanistan,AFG,1901,,,5053439
Afghanistan,AFG,1902,,,5085403
Afghanistan,AFG,1903,,,5118005
Afghanistan,AFG,1904,,,5150814
Afghanistan,AFG,1905,,,5183829
Afghanistan,AFG,1906,,,5217053
Afghanistan,AFG,1907,,,5249854
Afghanistan,AFG,1908,,,5283495
Afghanistan,AFG,1909,,,5317347
Afghanistan,AFG,1910,,,5351413
Afghanistan,AFG,1911,,,5385509
Afghanistan,AFG,1912,,,5420004
Afghanistan,AFG,1913,,,5459010
Afghanistan,AFG,1914,,,5502589
Afghanistan,AFG,1915,,,5550805
Afghanistan,AFG,1916,,,5599440
Afghanistan,AFG,1917,,,5648497
Afghanistan,AFG,1918,,,5704092
Afghanistan,AFG,1919,,,5758692
Afghanistan,AFG,1920,,,5813814
Afghanistan,AFG,1921,,,5869464
Afghanistan,AFG,1922,,,5925647
Afghanistan,AFG,1923,,,5982368
Afghanistan,AFG,1924,,,6039631
Afghanistan,AFG,1925,,,6097443
Afghanistan,AFG,1926,,,6155808
Afghanistan,AFG,1927,,,6214731
Afghanistan,AFG,1928,,,6274219
Afghanistan,AFG,1929,,,6334276
Afghanistan,AFG,1930,,,6394908
Afghanistan,AFG,1931,,,6456120
Afghanistan,AFG,1932,,,6517918
Afghanistan,AFG,1933,,,6580308
Afghanistan,AFG,1934,,,6643295
Afghanistan,AFG,1935,,,6706885
Afghanistan,AFG,1936,,,6771083
Afghanistan,AFG,1937,,,6835896
Afghanistan,AFG,1938,,,6901330
Afghanistan,AFG,1939,,,6967389
Afghanistan,AFG,1940,,,7034081
Afghanistan,AFG,1941,,,7101412
Afghanistan,AFG,1942,,,7169387
Afghanistan,AFG,1943,,,7238012
Afghanistan,AFG,1944,,,7307295
Afghanistan,AFG,1945,,,7377241
Afghanistan,AFG,1946,,,7447856
Afghanistan,AFG,1947,,,7519147
Afghanistan,AFG,1948,,,7591120
Afghanistan,AFG,1949,,,7663783
Afghanistan,AFG,1950,6.0,2392,7752000
Afghanistan,AFG,1951,6.208,2422,7840000
Afghanistan,AFG,1952,6.422,2462,7936000
Afghanistan,AFG,1953,6.643,2568,8040000
Afghanistan,AFG,1954,6.872,2576,8151000
Afghanistan,AFG,1955,7.107,2579,8271000
Afghanistan,AFG,1956,7.351,2644,8399000
Afghanistan,AFG,1957,7.601,2593,8535000
Afghanistan,AFG,1958,7.86,2684,8680000
Afghanistan,AFG,1959,8.126,2705,8834000
Afghanistan,AFG,1960,8.401,2744,8997000
Afghanistan,AFG,1961,8.684,2708,9169000
Afghanistan,AFG,1962,8.976,2695,9351000
Afghanistan,AFG,1963,9.276,2683,9543000
Afghanistan,AFG,1964,9.586,2673,9745000
Afghanistan,AFG,1965,9.904,2670,9956000
Afghanistan,AFG,1966,10.233,2633,10175000
Afghanistan,AFG,1967,10.57,2642,10400000
Afghanistan,AFG,1968,10.918,2670,10637000
Afghanistan,AFG,1969,11.275,2646,10894000
Afghanistan,AFG,1970,11.643,2632,11174000
Afghanistan,AFG,1971,12.021,2560,11475000
Afghanistan,AFG,1972,12.41,2086,11791000
Afghanistan,AFG,1973,12.809,2091,12109000
Afghanistan,AFG,1974,13.219,2149,12413000
Afghanistan,AFG,1975,13.641,2225,12689000
Afghanistan,AFG,1976,14.074,2286,12943000
Afghanistan,AFG,1977,14.517,2116,13171000
Afghanistan,AFG,1978,14.973,2215,13341000
Afghanistan,AFG,1979,15.442,2118,13411000
Afghanistan,AFG,1980,15.995,2108,13357000
Afghanistan,AFG,1981,16.562,2369,13172000
Afghanistan,AFG,1982,17.147,2628,12883000
Afghanistan,AFG,1983,17.747,2789,12538000
Afghanistan,AFG,1984,18.365,2766,12204000
Afghanistan,AFG,1985,18.997,2700,11938000
Afghanistan,AFG,1986,19.647,2779,11736000
Afghanistan,AFG,1987,20.314,2507,11605000
Afghanistan,AFG,1988,20.998,2280,11618000
Afghanistan,AFG,1989,21.088,2067,11869000
Afghanistan,AFG,1990,21.177,1992,12412000
Afghanistan,AFG,1991,21.266,1761,13299000
Afghanistan,AFG,1992,21.355,1629,14486000
Afghanistan,AFG,1993,21.444,1080,15817000
Afghanistan,AFG,1994,21.534,772,17076000
Afghanistan,AFG,1995,21.624,1101,18111000
Afghanistan,AFG,1996,21.714,1008,18853000
Afghanistan,AFG,1997,21.805,926,19357000
Afghanistan,AFG,1998,21.895,856,19738000
Afghanistan,AFG,1999,21.986,787,20171000
Afghanistan,AFG,2000,22.078,735,20780000
Afghanistan,AFG,2001,22.169,692,21607000
Afghanistan,AFG,2002,22.261,1088,22601000
Afghanistan,AFG,2003,22.353,1112,23681000
Afghanistan,AFG,2004,22.5,1107,24727000
Afghanistan,AFG,2005,22.703,1187,25654000
Afghanistan,AFG,2006,22.907,1257,26433000
Afghanistan,AFG,2007,23.113,1447,27101000
Afghanistan,AFG,2008,23.32,1464,27722000
Afghanistan,AFG,2009,23.528,1669,28395000
Afghanistan,AFG,2010,23.737,1685,29186000
Afghanistan,AFG,2011,23.948,1792,30117000
Afghanistan,AFG,2012,24.16,1945,31161000
Albania,ALB,1800,,,410445
Albania,ALB,1801,,,411734
Albania,ALB,1802,,,413026
Albania,ALB,1803,,,414323
Albania,ALB,1804,,,415624
Albania,ALB,1805,,,416929
Albania,ALB,1806,,,418237
Albania,ALB,1807,,,419550
Albania,ALB,1808,,,420868
Albania,ALB,1809,,,422189
Albania,ALB,1810,,,423591
Albania,ALB,1811,,,424949
Albania,ALB,1812,,,426340
Albania,ALB,1813,,,427763
Albania,ALB,1814,,,429220
Albania,ALB,1815,,,430711
Albania,ALB,1816,,,432235
Albania,ALB,1817,,,433792
Albania,ALB,1818,,,435384
Albania,ALB,1819,,,437010
Albania,ALB,1820,,,438671
Albania,ALB,1821,,,440367
Albania,ALB,1822,,,442097
Albania,ALB,1823,,,443863
Albania,ALB,1824,,,445665
Albania,ALB,1825,,,447502
Albania,ALB,1826,,,449375
Albania,ALB,1827,,,451285
Albania,ALB,1828,,,453231
Albania,ALB,1829,,,455214
Albania,ALB,1830,,,457234
Albania,ALB,1831,,,459291
Albania,ALB,1832,,,461357
Albania,ALB,1833,,,463433
Albania,ALB,1834,,,465518
Albania,ALB,1835,,,467613
Albania,ALB,1836,,,469716
Albania,ALB,1837,,,471830
Albania,ALB,1838,,,473953
Albania,ALB,1839,,,476085
Albania,ALB,1840,,,478227
Albania,ALB,1841,,,480496
Albania,ALB,1842,,,482893
Albania,ALB,1843,,,485419
Albania,ALB,1844,,,488078
Albania,ALB,1845,,,490869
Albania,ALB,1846,,,493796
Albania,ALB,1847,,,496859
Albania,ALB,1848,,,500062
Albania,ALB,1849,,,503404
Albania,ALB,1850,,,506889
Albania,ALB,1851,,,510780
Albania,ALB,1852,,,514821
Albania,ALB,1853,,,519014
Albania,ALB,1854,,,523361
Albania,ALB,1855,,,527865
Albania,ALB,1856,,,532526
Albania,ALB,1857,,,537348
Albania,ALB,1858,,,542333
Albania,ALB,1859,,,547483
Albania,ALB,1860,,,552800
Albania,ALB,1861,,,558285
Albania,ALB,1862,,,563821
Albania,ALB,1863,,,569410
Albania,ALB,1864,,,575051
Albania,ALB,1865,,,580746
Albania,ALB,1866,,,586494
Albania,ALB,1867,,,592297
Albania,ALB,1868,,,598154
Albania,ALB,1869,,,604067
Albania,ALB,1870,,658,610036
Albania,ALB,1871,,,616061
Albania,ALB,1872,,,622143
Albania,ALB,1873,,,628113
Albania,ALB,1874,,,634308
Albania,ALB,1875,,,640561
Albania,ALB,1876,,,646873
Albania,ALB,1877,,,653080
Albania,ALB,1878,,,659507
Albania,ALB,1879,,,665994
Albania,ALB,1880,,,672545
Albania,ALB,1881,,,679004
Albania,ALB,1882,,,685682
Albania,ALB,1883,,,692426
Albania,ALB,1884,,,699096
Albania,ALB,1885,,,705996
Albania,ALB,1886,,,712988
Albania,ALB,1887,,,719888
Albania,ALB,1888,,,727055
Albania,ALB,1889,,,734321
Albania,ALB,1890,,882,741690
Albania,ALB,1891,,,749160
Albania,ALB,1892,,,756735
Albania,ALB,1893,,,764415
Albania,ALB,1894,,,772202
Albania,ALB,1895,,,780097
Albania,ALB,1896,,,788036
Albania,ALB,1897,,,795992
Albania,ALB,1898,,,803964
Albania,ALB,1899,,,811950
Albania,ALB,1900,,1011,819951
Albania,ALB,1901,,,827966
Albania,ALB,1902,,,836031
Albania,ALB,1903,,,844038
Albania,ALB,1904,,,852043
Albania,ALB,1905,,,860044
Albania,ALB,1906,,,868121
Albania,ALB,1907,,,876112
Albania,ALB,1908,,,884339
Albania,ALB,1909,,,892676
Albania,ALB,1910,,1152,901124
Albania,ALB,1911,,,909604
Albania,ALB,1912,,,918312
Albania,ALB,1913,,1197,925945
Albania,ALB,1914,,,932486
Albania,ALB,1915,,,937916
Albania,ALB,1916,,,943378
Albania,ALB,1917,,,948871
Albania,ALB,1918,,,953764
Albania,ALB,1919,,,958841
Albania,ALB,1920,,,963958
Albania,ALB,1921,,,969107
Albania,ALB,1922,,,974278
Albania,ALB,1923,,,979450
Albania,ALB,1924,,,984276
Albania,ALB,1925,,,989448
Albania,ALB,1926,,,994619
Albania,ALB,1927,,,1000135
Albania,ALB,1928,,,1005306
Albania,ALB,1929,,1367,1010478
Albania,ALB,1930,,,1015994
Albania,ALB,1931,,,1021510
Albania,ALB,1932,,,1027026
Albania,ALB,1933,,,1032197
Albania,ALB,1934,,,1037713
Albania,ALB,1935,,,1043229
Albania,ALB,1936,,,1052538
Albania,ALB,1937,,,1063225
Albania,ALB,1938,,,1082532
Albania,ALB,1939,,,1102527
Albania,ALB,1940,,,1123213
Albania,ALB,1941,,,1139416
Albania,ALB,1942,,,1150104
Albania,ALB,1943,,,1157688
Albania,ALB,1944,,,1164928
Albania,ALB,1945,,,1176994
Albania,ALB,1946,,,1195267
Albania,ALB,1947,,,1213883
Albania,ALB,1948,,,1232845
Albania,ALB,1949,,,1246636
Albania,ALB,1950,20.528,1478,1263000
Albania,ALB,1951,21.503,1542,1287000
Albania,ALB,1952,22.768,1544,1316000
Albania,ALB,1953,24.082,1607,1348000
Albania,ALB,1954,25.448,1654,1383000
Albania,ALB,1955,26.864,1743,1420000
Albania,ALB,1956,27.884,1761,1459000
Albania,ALB,1957,28.573,1873,1500000
Albania,ALB,1958,29.274,1958,1543000
Albania,ALB,1959,29.984,2038,1589000
Albania,ALB,1960,30.705,2142,1636000
Albania,ALB,1961,30.943,2159,1686000
Albania,ALB,1962,31.015,2231,1738000
Albania,ALB,1963,31.086,2307,1791000
Albania,ALB,1964,31.158,2386,1844000
Albania,ALB,1965,31.23,2473,1896000
Albania,ALB,1966,31.302,2566,1948000
Albania,ALB,1967,31.374,2662,1999000
Albania,ALB,1968,31.446,2759,2049000
Albania,ALB,1969,31.548,2852,2100000
Albania,ALB,1970,31.74,2957,2151000
Albania,ALB,1971,31.933,3064,2202000
Albania,ALB,1972,32.127,3177,2254000
Albania,ALB,1973,32.321,3312,2306000
Albania,ALB,1974,32.516,3347,2359000
Albania,ALB,1975,32.712,3363,2412000
Albania,ALB,1976,32.908,3345,2465000
Albania,ALB,1977,33.105,3380,2519000
Albania,ALB,1978,33.302,3394,2573000
Albania,ALB,1979,33.5,3363,2628000
Albania,ALB,1980,33.762,3501,2683000
Albania,ALB,1981,34.024,3445,2737000
Albania,ALB,1982,34.287,3380,2790000
Albania,ALB,1983,34.552,3484,2845000
Albania,ALB,1984,34.817,3588,2904000
Albania,ALB,1985,35.083,3593,2970000
Albania,ALB,1986,35.35,3583,3044000
Albania,ALB,1987,35.619,3710,3125000
Albania,ALB,1988,35.888,3714,3201000
Albania,ALB,1989,36.158,3687,3258000
Albania,ALB,1990,36.428,4099,3286000
Albania,ALB,1991,36.7,3799,3280000
Albania,ALB,1992,37.249,3520,3246000
Albania,ALB,1993,37.799,4054,3195000
Albania,ALB,1994,38.354,4551,3147000
Albania,ALB,1995,38.911,4685,3113000
Albania,ALB,1996,39.473,5474,3099000
Albania,ALB,1997,40.035,4406,3100000
Albania,ALB,1998,40.601,4355,3111000
Albania,ALB,1999,41.169,5016,3123000
Albania,ALB,2000,41.741,5183,3129000
Albania,ALB,2001,42.435,5409,3130000
Albania,ALB,2002,43.501,5489,3126000
Albania,ALB,2003,44.573,5804,3118000
Albania,ALB,2004,45.651,6094,3105000
Albania,ALB,2005,46.731,6499,3087000
Albania,ALB,2006,47.815,7111,3063000
Albania,ALB,2007,48.902,7673,3034000
Albania,ALB,2008,49.991,8617,3003000
Albania,ALB,2009,51.076,9373,2973000
Albania,ALB,2010,52.163,9324,2948000
Albania,ALB,2011,53.247,9484,2929000
Albania,ALB,2012,54.33,10344,2914000
Algeria,DZA,1800,,,2503218
Algeria,DZA,1801,,,2512195
Algeria,DZA,1802,,,2521203
Algeria,DZA,1803,,,2530245
Algeria,DZA,1804,,,2539318
Algeria,DZA,1805,,,2548424
Algeria,DZA,1806,,,2557563
Algeria,DZA,1807,,,2566734
Algeria,DZA,1808,,,2575939
Algeria,DZA,1809,,,2585176
Algeria,DZA,1810,,,2595056
Algeria,DZA,1811,,,2604775
Algeria,DZA,1812,,,2614945
Algeria,DZA,1813,,,2625571
Algeria,DZA,1814,,,2636656
Algeria,DZA,1815,,,2648205
Algeria,DZA,1816,,,2660224
Algeria,DZA,1817,,,2672716
Algeria,DZA,1818,,,2685686
Algeria,DZA,1819,,,2699138
Algeria,DZA,1820,,,2713079
Algeria,DZA,1821,,,2727511
Algeria,DZA,1822,,,2742441
Algeria,DZA,1823,,,2757872
Algeria,DZA,1824,,,2773810
Algeria,DZA,1825,,,2790260
Algeria,DZA,1826,,,2807226
Algeria,DZA,1827,,,2824713
Algeria,DZA,1828,,,2842727
Algeria,DZA,1829,,,2861273
Algeria,DZA,1830,,,2880355
Algeria,DZA,1831,,,2899979
Algeria,DZA,1832,,,2919737
Algeria,DZA,1833,,,2939629
Algeria,DZA,1834,,,2959657
Algeria,DZA,1835,,,2979821
Algeria,DZA,1836,,,3000123
Algeria,DZA,1837,,,3020562
Algeria,DZA,1838,,,3041142
Algeria,DZA,1839,,,3061861
Algeria,DZA,1840,,,3082721
Algeria,DZA,1841,,,3103724
Algeria,DZA,1842,,,3124870
Algeria,DZA,1843,,,3146160
Algeria,DZA,1844,,,3167595
Algeria,DZA,1845,,,3189175
Algeria,DZA,1846,,,3210903
Algeria,DZA,1847,,,3232779
Algeria,DZA,1848,,,3254804
Algeria,DZA,1849,,,3276979
Algeria,DZA,1850,,,3299305
Algeria,DZA,1851,,,3322288
Algeria,DZA,1852,,,3345431
Algeria,DZA,1853,,,3368734
Algeria,DZA,1854,,,3392201
Algeria,DZA,1855,,,3415830
Algeria,DZA,1856,,,3439624
Algeria,DZA,1857,,,3463583
Algeria,DZA,1858,,,3487710
Algeria,DZA,1859,,,3512004
Algeria,DZA,1860,,,3536468
Algeria,DZA,1861,,,3561454
Algeria,DZA,1862,,,3586971
Algeria,DZA,1863,,,3613024
Algeria,DZA,1864,,,3639622
Algeria,DZA,1865,,,3666770
Algeria,DZA,1866,,,3694476
Algeria,DZA,1867,,,3722748
Algeria,DZA,1868,,,3751592
Algeria,DZA,1869,,,3781016
Algeria,DZA,1870,,,3811028
Algeria,DZA,1871,,,3841635
Algeria,DZA,1872,,,3872845
Algeria,DZA,1873,,,3902099
Algeria,DZA,1874,,,3934634
Algeria,DZA,1875,,,3967833
Algeria,DZA,1876,,,4001706
Algeria,DZA,1877,,,4034621
Algeria,DZA,1878,,,4070192
Algeria,DZA,1879,,,4106516
Algeria,DZA,1880,,,4143163
Algeria,DZA,1881,,,4179287
Algeria,DZA,1882,,,4216584
Algeria,DZA,1883,,,4254213
Algeria,DZA,1884,,,4291414
Algeria,DZA,1885,,,4329711
Algeria,DZA,1886,,,4368350
Algeria,DZA,1887,,,4406661
Algeria,DZA,1888,,,4445986
Algeria,DZA,1889,,,4485662
Algeria,DZA,1890,,,4525691
Algeria,DZA,1891,,,4566078
Algeria,DZA,1892,,,4606825
Algeria,DZA,1893,,,4647936
Algeria,DZA,1894,,,4689414
Algeria,DZA,1895,,,4731261
Algeria,DZA,1896,,,4773482
Algeria,DZA,1897,,,4816080
Algeria,DZA,1898,,,4859057
Algeria,DZA,1899,,,4902418
Algeria,DZA,1900,,,4946166
Algeria,DZA,1901,,,4990304
Algeria,DZA,1902,,,5034196
Algeria,DZA,1903,,,5079119
Algeria,DZA,1904,,,5124443
Algeria,DZA,1905,,,5170172
Algeria,DZA,1906,,,5216308
Algeria,DZA,1907,,,5261920
Algeria,DZA,1908,,,5308875
Algeria,DZA,1909,,,5356248
Algeria,DZA,1910,,,5404045
Algeria,DZA,1911,,,5451990
Algeria,DZA,1912,,,5500641
Algeria,DZA,1913,,,5556904
Algeria,DZA,1914,,,5620940
Algeria,DZA,1915,,,5692913
Algeria,DZA,1916,,,5765808
Algeria,DZA,1917,,,5839635
Algeria,DZA,1918,,,5913223
Algeria,DZA,1919,,,5988038
Algeria,DZA,1920,,,6063800
Algeria,DZA,1921,,,6140520
Algeria,DZA,1922,,,6218211
Algeria,DZA,1923,,,6296885
Algeria,DZA,1924,,,6376554
Algeria,DZA,1925,,,6457232
Algeria,DZA,1926,,,6538930
Algeria,DZA,1927,,,6621661
Algeria,DZA,1928,,,6705440
Algeria,DZA,1929,,,6790278
Algeria,DZA,1930,,,6876190
Algeria,DZA,1931,,,6963188
Algeria,DZA,1932,,,7051288
Algeria,DZA,1933,,,7140502
Algeria,DZA,1934,,,7230845
Algeria,DZA,1935,,,7322331
Algeria,DZA,1936,,,7414974
Algeria,DZA,1937,,,7508790
Algeria,DZA,1938,,,7603792
Algeria,DZA,1939,,,7699997
Algeria,DZA,1940,,,7797418
Algeria,DZA,1941,,,7896073
Algeria,DZA,1942,,,7995975
Algeria,DZA,1943,,,8097142
Algeria,DZA,1944,,,8199588
Algeria,DZA,1945,,,8303331
Algeria,DZA,1946,,,8408386
Algeria,DZA,1947,,,8514770
Algeria,DZA,1948,,,8622500
Algeria,DZA,1949,,,8731594
Algeria,DZA,1950,22.213,,8872000
Algeria,DZA,1951,22.965,,9023000
Algeria,DZA,1952,23.736,,9186000
Algeria,DZA,1953,24.522,,9364000
Algeria,DZA,1954,25.327,,9560000
Algeria,DZA,1955,26.149,,9774000
Algeria,DZA,1956,26.989,,10006000
Algeria,DZA,1957,27.844,,10254000
Algeria,DZA,1958,28.716,,10514000
Algeria,DZA,1959,29.605,,10783000
Algeria,DZA,1960,30.51,,11058000
Algeria,DZA,1961,31.797,,11336000
Algeria,DZA,1962,33.214,,11620000
Algeria,DZA,1963,34.662,,11913000
Algeria,DZA,1964,36.141,,12222000
Algeria,DZA,1965,37.643,,12551000
Algeria,DZA,1966,38.84,,12903000
Algeria,DZA,1967,39.004,,13275000
Algeria,DZA,1968,39.169,,13664000
Algeria,DZA,1969,39.334,,14062000
Algeria,DZA,1970,39.5,6334,14465000
Algeria,DZA,1971,39.665,5984,14872000
Algeria,DZA,1972,39.831,6615,15286000
Algeria,DZA,1973,39.997,6993,15710000
Algeria,DZA,1974,40.163,8977,16149000
Algeria,DZA,1975,40.33,9525,16608000
Algeria,DZA,1976,40.497,9227,17086000
Algeria,DZA,1977,40.928,9969,17583000
Algeria,DZA,1978,41.794,10922,18102000
Algeria,DZA,1979,42.665,11511,18648000
Algeria,DZA,1980,43.542,11630,19222000
Algeria,DZA,1981,44.42,12258,19824000
Algeria,DZA,1982,45.303,12243,20453000
Algeria,DZA,1983,46.189,12299,21102000
Algeria,DZA,1984,47.079,12283,21764000
Algeria,DZA,1985,47.968,12809,22432000
Algeria,DZA,1986,48.86,10761,23102000
Algeria,DZA,1987,49.722,9717,23774000
Algeria,DZA,1988,50.511,8437,24443000
Algeria,DZA,1989,51.298,8381,25106000
Algeria,DZA,1990,52.085,8312,25759000
Algeria,DZA,1991,52.871,7692,26400000
Algeria,DZA,1992,53.657,7893,27028000
Algeria,DZA,1993,54.439,7171,27636000
Algeria,DZA,1994,55.219,6966,28214000
Algeria,DZA,1995,55.997,7079,28758000
Algeria,DZA,1996,56.774,7215,29266000
Algeria,DZA,1997,57.544,6897,29743000
Algeria,DZA,1998,58.313,7114,30193000
Algeria,DZA,1999,59.118,7359,30623000
Algeria,DZA,2000,59.919,8255,31042000
Algeria,DZA,2001,60.712,8153,31452000
Algeria,DZA,2002,61.501,8462,31855000
Algeria,DZA,2003,62.284,9071,32264000
Algeria,DZA,2004,63.061,9516,32692000
Andorra,AND,1926,,,5172
Algeria,DZA,2005,63.83,10795,33150000
Algeria,DZA,2006,64.593,11585,33641000
Algeria,DZA,2007,65.348,11751,34167000
Algeria,DZA,2008,66.097,12270,34731000
Algeria,DZA,2009,66.826,11172,35334000
Algeria,DZA,2010,67.54,12510,35977000
Algeria,DZA,2011,68.236,13204,36661000
Algeria,DZA,2012,68.915,13242,37384000
Andorra,AND,1800,,,2654
Andorra,AND,1801,,,2654
Andorra,AND,1802,,,2654
Andorra,AND,1803,,,2654
Andorra,AND,1804,,,2654
Andorra,AND,1805,,,2654
Andorra,AND,1806,,,2654
Andorra,AND,1807,,,2654
Andorra,AND,1808,,,2654
Andorra,AND,1809,,,2654
Andorra,AND,1810,,,2654
Andorra,AND,1811,,,2655
Andorra,AND,1812,,,2656
Andorra,AND,1813,,,2659
Andorra,AND,1814,,,2662
Andorra,AND,1815,,,2667
Andorra,AND,1816,,,2672
Andorra,AND,1817,,,2677
Andorra,AND,1818,,,2684
Andorra,AND,1819,,,2692
Andorra,AND,1820,,,2700
Andorra,AND,1821,,,2710
Andorra,AND,1822,,,2720
Andorra,AND,1823,,,2731
Andorra,AND,1824,,,2743
Andorra,AND,1825,,,2756
Andorra,AND,1826,,,2770
Andorra,AND,1827,,,2785
Andorra,AND,1828,,,2801
Andorra,AND,1829,,,2817
Andorra,AND,1830,,,2835
Andorra,AND,1831,,,2854
Andorra,AND,1832,,,2872
Andorra,AND,1833,,,2891
Andorra,AND,1834,,,2910
Andorra,AND,1835,,,2929
Andorra,AND,1836,,,2948
Andorra,AND,1837,,,2968
Andorra,AND,1838,,,2987
Andorra,AND,1839,,,3007
Andorra,AND,1840,,,3026
Andorra,AND,1841,,,3046
Andorra,AND,1842,,,3066
Andorra,AND,1843,,,3086
Andorra,AND,1844,,,3106
Andorra,AND,1845,,,3127
Andorra,AND,1846,,,3147
Andorra,AND,1847,,,3168
Andorra,AND,1848,,,3188
Andorra,AND,1849,,,3209
Andorra,AND,1850,,,3230
Andorra,AND,1851,,,3250
Andorra,AND,1852,,,3270
Andorra,AND,1853,,,3290
Andorra,AND,1854,,,3311
Andorra,AND,1855,,,3331
Andorra,AND,1856,,,3352
Andorra,AND,1857,,,3373
Andorra,AND,1858,,,3393
Andorra,AND,1859,,,3414
Andorra,AND,1860,,,3435
Andorra,AND,1861,,,3457
Andorra,AND,1862,,,3478
Andorra,AND,1863,,,3500
Andorra,AND,1864,,,3521
Andorra,AND,1865,,,3543
Andorra,AND,1866,,,3565
Andorra,AND,1867,,,3587
Andorra,AND,1868,,,3609
Andorra,AND,1869,,,3631
Andorra,AND,1870,,,3654
Andorra,AND,1871,,,3676
Andorra,AND,1872,,,3699
Andorra,AND,1873,,,3721
Andorra,AND,1874,,,3744
Andorra,AND,1875,,,3768
Andorra,AND,1876,,,3791
Andorra,AND,1877,,,3814
Andorra,AND,1878,,,3837
Andorra,AND,1879,,,3861
Andorra,AND,1880,,,3885
Andorra,AND,1881,,,3908
Andorra,AND,1882,,,3933
Andorra,AND,1883,,,3957
Andorra,AND,1884,,,3981
Andorra,AND,1885,,,4005
Andorra,AND,1886,,,4030
Andorra,AND,1887,,,4055
Andorra,AND,1888,,,4080
Andorra,AND,1889,,,4105
